Problem type:
least_squares
nparams:
8
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7)
     0,  1.9917e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     1,  1.9918e+00,  1.3445606740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     2,  1.9918e+00,  1.3445596740217239e-01, -7.6118636490874206e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     3,  1.9918e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635018173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     4,  1.9918e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763346904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     5,  1.9919e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287373372805270e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     6,  1.9919e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160068130665201e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     7,  1.9919e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696349315621439e-01, -1.8274196258231300e-02
     8,  1.9919e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274096258231301e-02
     9,  4.6322e+00,  8.2203462224040486e-02,  3.8478876112087862e-02,  1.9708271216677076e-01, -3.2070039062448243e-02,  7.9674809215965758e-02, -5.1392788306337756e-02,  2.5738088774830908e-01, -4.9019826529719528e-02
    10,  4.6322e+00,  8.2203562224040488e-02,  3.8478876112087862e-02,  1.9708271216677076e-01, -3.2070039062448243e-02,  7.9674809215965758e-02, -5.1392788306337756e-02,  2.5738088774830908e-01, -4.9019826529719528e-02
    11,  4.6322e+00,  8.2203462224040486e-02,  3.8478976112087865e-02,  1.9708271216677076e-01, -3.2070039062448243e-02,  7.9674809215965758e-02, -5.1392788306337756e-02,  2.5738088774830908e-01, -4.9019826529719528e-02
    12,  4.6322e+00,  8.2203462224040486e-02,  3.8478876112087862e-02,  1.9708281216677076e-01, -3.2070039062448243e-02,  7.9674809215965758e-02, -5.1392788306337756e-02,  2.5738088774830908e-01, -4.9019826529719528e-02
    13,  4.6323e+00,  8.2203462224040486e-02,  3.8478876112087862e-02,  1.9708271216677076e-01, -3.2069939062448240e-02,  7.9674809215965758e-02, -5.1392788306337756e-02,  2.5738088774830908e-01, -4.9019826529719528e-02
    14,  4.6323e+00,  8.2203462224040486e-02,  3.8478876112087862e-02,  1.9708271216677076e-01, -3.2070039062448243e-02,  7.9674909215965761e-02, -5.1392788306337756e-02,  2.5738088774830908e-01, -4.9019826529719528e-02
    15,  4.6323e+00,  8.2203462224040486e-02,  3.8478876112087862e-02,  1.9708271216677076e-01, -3.2070039062448243e-02,  7.9674809215965758e-02, -5.1392688306337753e-02,  2.5738088774830908e-01, -4.9019826529719528e-02
    16,  4.6323e+00,  8.2203462224040486e-02,  3.8478876112087862e-02,  1.9708271216677076e-01, -3.2070039062448243e-02,  7.9674809215965758e-02, -5.1392788306337756e-02,  2.5738098774830909e-01, -4.9019826529719528e-02
    17,  4.6323e+00,  8.2203462224040486e-02,  3.8478876112087862e-02,  1.9708271216677076e-01, -3.2070039062448243e-02,  7.9674809215965758e-02, -5.1392788306337756e-02,  2.5738088774830908e-01, -4.9019726529719525e-02
    18,  9.5489e+00, -2.5520014700950200e-01,  6.4664274997583135e-02,  2.2287118351462154e-01,  8.1920333730477135e-02, -1.8913767434015927e-01,  6.4301215194825734e-02,  4.0431699681190858e-01, -4.2675687132113366e-04
    19,  9.5490e+00, -2.5520004700950200e-01,  6.4664274997583135e-02,  2.2287118351462154e-01,  8.1920333730477135e-02, -1.8913767434015927e-01,  6.4301215194825734e-02,  4.0431699681190858e-01, -4.2675687132113366e-04
    20,  9.5490e+00, -2.5520014700950200e-01,  6.4664374997583138e-02,  2.2287118351462154e-01,  8.1920333730477135e-02, -1.8913767434015927e-01,  6.4301215194825734e-02,  4.0431699681190858e-01, -4.2675687132113366e-04
    21,  9.5490e+00, -2.5520014700950200e-01,  6.4664274997583135e-02,  2.2287128351462154e-01,  8.1920333730477135e-02, -1.8913767434015927e-01,  6.4301215194825734e-02,  4.0431699681190858e-01, -4.2675687132113366e-04
    22,  9.5490e+00, -2.5520014700950200e-01,  6.4664274997583135e-02,  2.2287118351462154e-01,  8.1920433730477138e-02, -1.8913767434015927e-01,  6.4301215194825734e-02,  4.0431699681190858e-01, -4.2675687132113366e-04
    23,  9.5490e+00, -2.5520014700950200e-01,  6.4664274997583135e-02,  2.2287118351462154e-01,  8.1920333730477135e-02, -1.8913757434015926e-01,  6.4301215194825734e-02,  4.0431699681190858e-01, -4.2675687132113366e-04
    24,  9.5490e+00, -2.5520014700950200e-01,  6.4664274997583135e-02,  2.2287118351462154e-01,  8.1920333730477135e-02, -1.8913767434015927e-01,  6.4301315194825737e-02,  4.0431699681190858e-01, -4.2675687132113366e-04
    25,  9.5491e+00, -2.5520014700950200e-01,  6.4664274997583135e-02,  2.2287118351462154e-01,  8.1920333730477135e-02, -1.8913767434015927e-01,  6.4301215194825734e-02,  4.0431709681190858e-01, -4.2675687132113366e-04
    26,  9.5491e+00, -2.5520014700950200e-01,  6.4664274997583135e-02,  2.2287118351462154e-01,  8.1920333730477135e-02, -1.8913767434015927e-01,  6.4301215194825734e-02,  4.0431699681190858e-01, -4.2665687132113365e-04
    27,  1.2184e+01,  1.4473249939009045e-02,  4.3735318475913373e-02,  2.0225947551812953e-01, -9.1876752215484109e-03,  2.5713541233439163e-02, -2.8168438587496718e-02,  2.8687676030824244e-01, -3.9265280835851318e-02
    28,  1.2184e+01,  1.4473349939009044e-02,  4.3735318475913373e-02,  2.0225947551812953e-01, -9.1876752215484109e-03,  2.5713541233439163e-02, -2.8168438587496718e-02,  2.8687676030824244e-01, -3.9265280835851318e-02
    29,  1.2184e+01,  1.4473249939009045e-02,  4.3735418475913376e-02,  2.0225947551812953e-01, -9.1876752215484109e-03,  2.5713541233439163e-02, -2.8168438587496718e-02,  2.8687676030824244e-01, -3.9265280835851318e-02
    30,  1.2184e+01,  1.4473249939009045e-02,  4.3735318475913373e-02,  2.0225957551812954e-01, -9.1876752215484109e-03,  2.5713541233439163e-02, -2.8168438587496718e-02,  2.8687676030824244e-01, -3.9265280835851318e-02
    31,  1.2184e+01,  1.4473249939009045e-02,  4.3735318475913373e-02,  2.0225947551812953e-01, -9.1875752215484115e-03,  2.5713541233439163e-02, -2.8168438587496718e-02,  2.8687676030824244e-01, -3.9265280835851318e-02
    32,  1.2184e+01,  1.4473249939009045e-02,  4.3735318475913373e-02,  2.0225947551812953e-01, -9.1876752215484109e-03,  2.5713641233439163e-02, -2.8168438587496718e-02,  2.8687676030824244e-01, -3.9265280835851318e-02
    33,  1.2184e+01,  1.4473249939009045e-02,  4.3735318475913373e-02,  2.0225947551812953e-01, -9.1876752215484109e-03,  2.5713541233439163e-02, -2.8168338587496719e-02,  2.8687676030824244e-01, -3.9265280835851318e-02
    34,  1.2184e+01,  1.4473249939009045e-02,  4.3735318475913373e-02,  2.0225947551812953e-01, -9.1876752215484109e-03,  2.5713541233439163e-02, -2.8168438587496718e-02,  2.8687686030824244e-01, -3.9265280835851318e-02
    35,  1.2184e+01,  1.4473249939009045e-02,  4.3735318475913373e-02,  2.0225947551812953e-01, -9.1876752215484109e-03,  2.5713541233439163e-02, -2.8168438587496718e-02,  2.8687676030824244e-01, -3.9265180835851315e-02
    36,  1.5467e+01,  1.4163926868616897e-02,  3.9168375822739895e-02,  2.0391143083666446e-01, -9.9481988492876126e-03,  2.3669564716608069e-02, -2.8775253892886321e-02,  2.9036294724735717e-01, -4.0235647013419647e-02
    37,  1.5467e+01,  1.4164026868616897e-02,  3.9168375822739895e-02,  2.0391143083666446e-01, -9.9481988492876126e-03,  2.3669564716608069e-02, -2.8775253892886321e-02,  2.9036294724735717e-01, -4.0235647013419647e-02
    38,  1.5467e+01,  1.4163926868616897e-02,  3.9168475822739898e-02,  2.0391143083666446e-01, -9.9481988492876126e-03,  2.3669564716608069e-02, -2.8775253892886321e-02,  2.9036294724735717e-01, -4.0235647013419647e-02
    39,  1.5467e+01,  1.4163926868616897e-02,  3.9168375822739895e-02,  2.0391153083666447e-01, -9.9481988492876126e-03,  2.3669564716608069e-02, -2.8775253892886321e-02,  2.9036294724735717e-01, -4.0235647013419647e-02
    40,  1.5467e+01,  1.4163926868616897e-02,  3.9168375822739895e-02,  2.0391143083666446e-01, -9.9480988492876132e-03,  2.3669564716608069e-02, -2.8775253892886321e-02,  2.9036294724735717e-01, -4.0235647013419647e-02
    41,  1.5467e+01,  1.4163926868616897e-02,  3.9168375822739895e-02,  2.0391143083666446e-01, -9.9481988492876126e-03,  2.3669664716608068e-02, -2.8775253892886321e-02,  2.9036294724735717e-01, -4.0235647013419647e-02
    42,  1.5467e+01,  1.4163926868616897e-02,  3.9168375822739895e-02,  2.0391143083666446e-01, -9.9481988492876126e-03,  2.3669564716608069e-02, -2.8775153892886322e-02,  2.9036294724735717e-01, -4.0235647013419647e-02
    43,  1.5467e+01,  1.4163926868616897e-02,  3.9168375822739895e-02,  2.0391143083666446e-01, -9.9481988492876126e-03,  2.3669564716608069e-02, -2.8775253892886321e-02,  2.9036304724735718e-01, -4.0235647013419647e-02
    44,  1.5467e+01,  1.4163926868616897e-02,  3.9168375822739895e-02,  2.0391143083666446e-01, -9.9481988492876126e-03,  2.3669564716608069e-02, -2.8775253892886321e-02,  2.9036294724735717e-01, -4.0235547013419644e-02
