Problem type:
least_squares
nparams:
8
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7)
     0,  2.0025e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     1,  2.0026e+00,  1.3445606740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     2,  2.0026e+00,  1.3445596740217239e-01, -7.6118636490874206e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     3,  2.0026e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635018173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     4,  2.0026e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763346904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     5,  2.0026e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287373372805270e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     6,  2.0026e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160068130665201e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     7,  2.0026e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696349315621439e-01, -1.8274196258231300e-02
     8,  2.0026e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274096258231301e-02
     9,  4.6106e+00,  8.2203462218033777e-02,  3.8478876107304355e-02,  1.9708271216100512e-01, -3.2070039068256416e-02,  7.9674809216577130e-02, -5.1392788351500740e-02,  2.5738088770488993e-01, -4.9019826572069200e-02
    10,  4.6107e+00,  8.2203562218033779e-02,  3.8478876107304355e-02,  1.9708271216100512e-01, -3.2070039068256416e-02,  7.9674809216577130e-02, -5.1392788351500740e-02,  2.5738088770488993e-01, -4.9019826572069200e-02
    11,  4.6107e+00,  8.2203462218033777e-02,  3.8478976107304358e-02,  1.9708271216100512e-01, -3.2070039068256416e-02,  7.9674809216577130e-02, -5.1392788351500740e-02,  2.5738088770488993e-01, -4.9019826572069200e-02
    12,  4.6107e+00,  8.2203462218033777e-02,  3.8478876107304355e-02,  1.9708281216100512e-01, -3.2070039068256416e-02,  7.9674809216577130e-02, -5.1392788351500740e-02,  2.5738088770488993e-01, -4.9019826572069200e-02
    13,  4.6107e+00,  8.2203462218033777e-02,  3.8478876107304355e-02,  1.9708271216100512e-01, -3.2069939068256413e-02,  7.9674809216577130e-02, -5.1392788351500740e-02,  2.5738088770488993e-01, -4.9019826572069200e-02
    14,  4.6107e+00,  8.2203462218033777e-02,  3.8478876107304355e-02,  1.9708271216100512e-01, -3.2070039068256416e-02,  7.9674909216577133e-02, -5.1392788351500740e-02,  2.5738088770488993e-01, -4.9019826572069200e-02
    15,  4.6107e+00,  8.2203462218033777e-02,  3.8478876107304355e-02,  1.9708271216100512e-01, -3.2070039068256416e-02,  7.9674809216577130e-02, -5.1392688351500737e-02,  2.5738088770488993e-01, -4.9019826572069200e-02
    16,  4.6107e+00,  8.2203462218033777e-02,  3.8478876107304355e-02,  1.9708271216100512e-01, -3.2070039068256416e-02,  7.9674809216577130e-02, -5.1392788351500740e-02,  2.5738098770488993e-01, -4.9019826572069200e-02
    17,  4.6107e+00,  8.2203462218033777e-02,  3.8478876107304355e-02,  1.9708271216100512e-01, -3.2070039068256416e-02,  7.9674809216577130e-02, -5.1392788351500740e-02,  2.5738088770488993e-01, -4.9019726572069197e-02
    18,  9.4305e+00, -2.5520014463315516e-01,  6.4664274365867302e-02,  2.2287118148414597e-01,  8.1920379746995203e-02, -1.8913768697708341e-01,  6.4301214276698826e-02,  4.0431700878974736e-01, -4.2673252640181014e-04
    19,  9.4306e+00, -2.5520004463315515e-01,  6.4664274365867302e-02,  2.2287118148414597e-01,  8.1920379746995203e-02, -1.8913768697708341e-01,  6.4301214276698826e-02,  4.0431700878974736e-01, -4.2673252640181014e-04
    20,  9.4306e+00, -2.5520014463315516e-01,  6.4664374365867305e-02,  2.2287118148414597e-01,  8.1920379746995203e-02, -1.8913768697708341e-01,  6.4301214276698826e-02,  4.0431700878974736e-01, -4.2673252640181014e-04
    21,  9.4306e+00, -2.5520014463315516e-01,  6.4664274365867302e-02,  2.2287128148414598e-01,  8.1920379746995203e-02, -1.8913768697708341e-01,  6.4301214276698826e-02,  4.0431700878974736e-01, -4.2673252640181014e-04
    22,  9.4306e+00, -2.5520014463315516e-01,  6.4664274365867302e-02,  2.2287118148414597e-01,  8.1920479746995206e-02, -1.8913768697708341e-01,  6.4301214276698826e-02,  4.0431700878974736e-01, -4.2673252640181014e-04
    23,  9.4306e+00, -2.5520014463315516e-01,  6.4664274365867302e-02,  2.2287118148414597e-01,  8.1920379746995203e-02, -1.8913758697708341e-01,  6.4301214276698826e-02,  4.0431700878974736e-01, -4.2673252640181014e-04
    24,  9.4306e+00, -2.5520014463315516e-01,  6.4664274365867302e-02,  2.2287118148414597e-01,  8.1920379746995203e-02, -1.8913768697708341e-01,  6.4301314276698829e-02,  4.0431700878974736e-01, -4.2673252640181014e-04
    25,  9.4306e+00, -2.5520014463315516e-01,  6.4664274365867302e-02,  2.2287118148414597e-01,  8.1920379746995203e-02, -1.8913768697708341e-01,  6.4301214276698826e-02,  4.0431710878974736e-01, -4.2673252640181014e-04
    26,  9.4306e+00, -2.5520014463315516e-01,  6.4664274365867302e-02,  2.2287118148414597e-01,  8.1920379746995203e-02, -1.8913768697708341e-01,  6.4301214276698826e-02,  4.0431700878974736e-01, -4.2663252640181014e-04
    27,  1.2059e+01,  1.4471804197128679e-02,  4.3735430583831995e-02,  2.0225958564311924e-01, -9.1871773913817234e-03,  2.5712386485378901e-02, -2.8167942908342743e-02,  2.8687739249070648e-01, -3.9265067697987460e-02
    28,  1.2059e+01,  1.4471904197128679e-02,  4.3735430583831995e-02,  2.0225958564311924e-01, -9.1871773913817234e-03,  2.5712386485378901e-02, -2.8167942908342743e-02,  2.8687739249070648e-01, -3.9265067697987460e-02
    29,  1.2059e+01,  1.4471804197128679e-02,  4.3735530583831998e-02,  2.0225958564311924e-01, -9.1871773913817234e-03,  2.5712386485378901e-02, -2.8167942908342743e-02,  2.8687739249070648e-01, -3.9265067697987460e-02
    30,  1.2059e+01,  1.4471804197128679e-02,  4.3735430583831995e-02,  2.0225968564311925e-01, -9.1871773913817234e-03,  2.5712386485378901e-02, -2.8167942908342743e-02,  2.8687739249070648e-01, -3.9265067697987460e-02
    31,  1.2059e+01,  1.4471804197128679e-02,  4.3735430583831995e-02,  2.0225958564311924e-01, -9.1870773913817240e-03,  2.5712386485378901e-02, -2.8167942908342743e-02,  2.8687739249070648e-01, -3.9265067697987460e-02
    32,  1.2059e+01,  1.4471804197128679e-02,  4.3735430583831995e-02,  2.0225958564311924e-01, -9.1871773913817234e-03,  2.5712486485378900e-02, -2.8167942908342743e-02,  2.8687739249070648e-01, -3.9265067697987460e-02
    33,  1.2059e+01,  1.4471804197128679e-02,  4.3735430583831995e-02,  2.0225958564311924e-01, -9.1871773913817234e-03,  2.5712386485378901e-02, -2.8167842908342743e-02,  2.8687739249070648e-01, -3.9265067697987460e-02
    34,  1.2059e+01,  1.4471804197128679e-02,  4.3735430583831995e-02,  2.0225958564311924e-01, -9.1871773913817234e-03,  2.5712386485378901e-02, -2.8167942908342743e-02,  2.8687749249070649e-01, -3.9265067697987460e-02
    35,  1.2059e+01,  1.4471804197128679e-02,  4.3735430583831995e-02,  2.0225958564311924e-01, -9.1871773913817234e-03,  2.5712386485378901e-02, -2.8167942908342743e-02,  2.8687739249070648e-01, -3.9264967697987457e-02
    36,  1.5320e+01,  1.4162482318947499e-02,  3.9168443094533080e-02,  2.0391155662908397e-01, -9.9477279132676680e-03,  2.3668362037781013e-02, -2.8774750318839803e-02,  2.9036362397984794e-01, -4.0235453019933365e-02
    37,  1.5320e+01,  1.4162582318947499e-02,  3.9168443094533080e-02,  2.0391155662908397e-01, -9.9477279132676680e-03,  2.3668362037781013e-02, -2.8774750318839803e-02,  2.9036362397984794e-01, -4.0235453019933365e-02
    38,  1.5320e+01,  1.4162482318947499e-02,  3.9168543094533083e-02,  2.0391155662908397e-01, -9.9477279132676680e-03,  2.3668362037781013e-02, -2.8774750318839803e-02,  2.9036362397984794e-01, -4.0235453019933365e-02
    39,  1.5320e+01,  1.4162482318947499e-02,  3.9168443094533080e-02,  2.0391165662908398e-01, -9.9477279132676680e-03,  2.3668362037781013e-02, -2.8774750318839803e-02,  2.9036362397984794e-01, -4.0235453019933365e-02
    40,  1.5320e+01,  1.4162482318947499e-02,  3.9168443094533080e-02,  2.0391155662908397e-01, -9.9476279132676686e-03,  2.3668362037781013e-02, -2.8774750318839803e-02,  2.9036362397984794e-01, -4.0235453019933365e-02
    41,  1.5320e+01,  1.4162482318947499e-02,  3.9168443094533080e-02,  2.0391155662908397e-01, -9.9477279132676680e-03,  2.3668462037781012e-02, -2.8774750318839803e-02,  2.9036362397984794e-01, -4.0235453019933365e-02
    42,  1.5320e+01,  1.4162482318947499e-02,  3.9168443094533080e-02,  2.0391155662908397e-01, -9.9477279132676680e-03,  2.3668362037781013e-02, -2.8774650318839804e-02,  2.9036362397984794e-01, -4.0235453019933365e-02
    43,  1.5320e+01,  1.4162482318947499e-02,  3.9168443094533080e-02,  2.0391155662908397e-01, -9.9477279132676680e-03,  2.3668362037781013e-02, -2.8774750318839803e-02,  2.9036372397984794e-01, -4.0235453019933365e-02
    44,  1.5320e+01,  1.4162482318947499e-02,  3.9168443094533080e-02,  2.0391155662908397e-01, -9.9477279132676680e-03,  2.3668362037781013e-02, -2.8774750318839803e-02,  2.9036362397984794e-01, -4.0235353019933362e-02
    45,  1.8220e+01,  2.1354401187615394e-02,  3.4898537956509934e-02,  2.0553008717968779e-01, -2.2191942477975696e-03,  2.3022746076551925e-02, -2.7733975490787655e-02,  3.0672307494950146e-01, -3.3582006949666607e-02
    46,  1.8220e+01,  2.1354501187615393e-02,  3.4898537956509934e-02,  2.0553008717968779e-01, -2.2191942477975696e-03,  2.3022746076551925e-02, -2.7733975490787655e-02,  3.0672307494950146e-01, -3.3582006949666607e-02
    47,  1.8220e+01,  2.1354401187615394e-02,  3.4898637956509937e-02,  2.0553008717968779e-01, -2.2191942477975696e-03,  2.3022746076551925e-02, -2.7733975490787655e-02,  3.0672307494950146e-01, -3.3582006949666607e-02
    48,  1.8220e+01,  2.1354401187615394e-02,  3.4898537956509934e-02,  2.0553018717968780e-01, -2.2191942477975696e-03,  2.3022746076551925e-02, -2.7733975490787655e-02,  3.0672307494950146e-01, -3.3582006949666607e-02
    49,  1.8221e+01,  2.1354401187615394e-02,  3.4898537956509934e-02,  2.0553008717968779e-01, -2.2190942477975698e-03,  2.3022746076551925e-02, -2.7733975490787655e-02,  3.0672307494950146e-01, -3.3582006949666607e-02
    50,  1.8221e+01,  2.1354401187615394e-02,  3.4898537956509934e-02,  2.0553008717968779e-01, -2.2191942477975696e-03,  2.3022846076551924e-02, -2.7733975490787655e-02,  3.0672307494950146e-01, -3.3582006949666607e-02
    51,  1.8221e+01,  2.1354401187615394e-02,  3.4898537956509934e-02,  2.0553008717968779e-01, -2.2191942477975696e-03,  2.3022746076551925e-02, -2.7733875490787655e-02,  3.0672307494950146e-01, -3.3582006949666607e-02
    52,  1.8221e+01,  2.1354401187615394e-02,  3.4898537956509934e-02,  2.0553008717968779e-01, -2.2191942477975696e-03,  2.3022746076551925e-02, -2.7733975490787655e-02,  3.0672317494950146e-01, -3.3582006949666607e-02
    53,  1.8221e+01,  2.1354401187615394e-02,  3.4898537956509934e-02,  2.0553008717968779e-01, -2.2191942477975696e-03,  2.3022746076551925e-02, -2.7733975490787655e-02,  3.0672307494950146e-01, -3.3581906949666604e-02
    54,  2.1226e+01,  2.0247578302205225e-02,  2.1600259827155618e-02,  1.9578590971729951e-01,  4.4053299037667172e-03,  3.1141048253943503e-02, -3.5384937893347811e-02,  3.2919750595387659e-01, -1.4006918646579023e-02
    55,  2.1226e+01,  2.0247678302205224e-02,  2.1600259827155618e-02,  1.9578590971729951e-01,  4.4053299037667172e-03,  3.1141048253943503e-02, -3.5384937893347811e-02,  3.2919750595387659e-01, -1.4006918646579023e-02
    56,  2.1226e+01,  2.0247578302205225e-02,  2.1600359827155618e-02,  1.9578590971729951e-01,  4.4053299037667172e-03,  3.1141048253943503e-02, -3.5384937893347811e-02,  3.2919750595387659e-01, -1.4006918646579023e-02
    57,  2.1226e+01,  2.0247578302205225e-02,  2.1600259827155618e-02,  1.9578600971729951e-01,  4.4053299037667172e-03,  3.1141048253943503e-02, -3.5384937893347811e-02,  3.2919750595387659e-01, -1.4006918646579023e-02
    58,  2.1226e+01,  2.0247578302205225e-02,  2.1600259827155618e-02,  1.9578590971729951e-01,  4.4054299037667175e-03,  3.1141048253943503e-02, -3.5384937893347811e-02,  3.2919750595387659e-01, -1.4006918646579023e-02
    59,  2.1226e+01,  2.0247578302205225e-02,  2.1600259827155618e-02,  1.9578590971729951e-01,  4.4053299037667172e-03,  3.1141148253943502e-02, -3.5384937893347811e-02,  3.2919750595387659e-01, -1.4006918646579023e-02
