Problem type:
least_squares
nparams:
8
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7)
     0,  1.9794e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     1,  1.9794e+00,  1.3445606740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     2,  1.9794e+00,  1.3445596740217239e-01, -7.6118636490874206e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     3,  1.9795e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635018173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     4,  1.9795e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763346904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     5,  1.9795e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287373372805270e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     6,  1.9795e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160068130665201e-01,  1.6696339315621439e-01, -1.8274196258231300e-02
     7,  1.9795e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696349315621439e-01, -1.8274196258231300e-02
     8,  1.9795e+00,  1.3445596740217239e-01, -7.6118736490874209e-02,  1.6635008173503299e-01, -1.2763446904551980e-02,  1.3287363372805269e-01,  1.0160058130665200e-01,  1.6696339315621439e-01, -1.8274096258231301e-02
     9,  4.3203e+00,  8.6789338291027973e-02, -5.1408152820965322e-02,  1.4036848304401944e-01, -1.5520089643498210e-03,  9.4057789775201642e-02,  6.7469914089137190e-02,  1.4477055565383634e-01, -7.2143275901698518e-03
    10,  4.3204e+00,  8.6789438291027976e-02, -5.1408152820965322e-02,  1.4036848304401944e-01, -1.5520089643498210e-03,  9.4057789775201642e-02,  6.7469914089137190e-02,  1.4477055565383634e-01, -7.2143275901698518e-03
    11,  4.3204e+00,  8.6789338291027973e-02, -5.1408052820965319e-02,  1.4036848304401944e-01, -1.5520089643498210e-03,  9.4057789775201642e-02,  6.7469914089137190e-02,  1.4477055565383634e-01, -7.2143275901698518e-03
    12,  4.3204e+00,  8.6789338291027973e-02, -5.1408152820965322e-02,  1.4036858304401945e-01, -1.5520089643498210e-03,  9.4057789775201642e-02,  6.7469914089137190e-02,  1.4477055565383634e-01, -7.2143275901698518e-03
    13,  4.3204e+00,  8.6789338291027973e-02, -5.1408152820965322e-02,  1.4036848304401944e-01, -1.5519089643498210e-03,  9.4057789775201642e-02,  6.7469914089137190e-02,  1.4477055565383634e-01, -7.2143275901698518e-03
    14,  4.3204e+00,  8.6789338291027973e-02, -5.1408152820965322e-02,  1.4036848304401944e-01, -1.5520089643498210e-03,  9.4057889775201645e-02,  6.7469914089137190e-02,  1.4477055565383634e-01, -7.2143275901698518e-03
    15,  4.3204e+00,  8.6789338291027973e-02, -5.1408152820965322e-02,  1.4036848304401944e-01, -1.5520089643498210e-03,  9.4057789775201642e-02,  6.7470014089137192e-02,  1.4477055565383634e-01, -7.2143275901698518e-03
    16,  4.3204e+00,  8.6789338291027973e-02, -5.1408152820965322e-02,  1.4036848304401944e-01, -1.5520089643498210e-03,  9.4057789775201642e-02,  6.7469914089137190e-02,  1.4477065565383634e-01, -7.2143275901698518e-03
    17,  4.3205e+00,  8.6789338291027973e-02, -5.1408152820965322e-02,  1.4036848304401944e-01, -1.5520089643498210e-03,  9.4057789775201642e-02,  6.7469914089137190e-02,  1.4477055565383634e-01, -7.2142275901698515e-03
    18,  6.2411e+00,  8.5986132523889494e-02, -5.0042415112135766e-02,  1.4028258605718338e-01, -5.2828616454406608e-03,  9.0706500298038367e-02,  6.5165922743278662e-02,  1.4745410178566959e-01, -9.8198101469779281e-03
    19,  6.2412e+00,  8.5986232523889497e-02, -5.0042415112135766e-02,  1.4028258605718338e-01, -5.2828616454406608e-03,  9.0706500298038367e-02,  6.5165922743278662e-02,  1.4745410178566959e-01, -9.8198101469779281e-03
    20,  6.2412e+00,  8.5986132523889494e-02, -5.0042315112135763e-02,  1.4028258605718338e-01, -5.2828616454406608e-03,  9.0706500298038367e-02,  6.5165922743278662e-02,  1.4745410178566959e-01, -9.8198101469779281e-03
    21,  6.2412e+00,  8.5986132523889494e-02, -5.0042415112135766e-02,  1.4028268605718339e-01, -5.2828616454406608e-03,  9.0706500298038367e-02,  6.5165922743278662e-02,  1.4745410178566959e-01, -9.8198101469779281e-03
    22,  6.2412e+00,  8.5986132523889494e-02, -5.0042415112135766e-02,  1.4028258605718338e-01, -5.2827616454406605e-03,  9.0706500298038367e-02,  6.5165922743278662e-02,  1.4745410178566959e-01, -9.8198101469779281e-03
    23,  6.2412e+00,  8.5986132523889494e-02, -5.0042415112135766e-02,  1.4028258605718338e-01, -5.2828616454406608e-03,  9.0706600298038370e-02,  6.5165922743278662e-02,  1.4745410178566959e-01, -9.8198101469779281e-03
    24,  6.2412e+00,  8.5986132523889494e-02, -5.0042415112135766e-02,  1.4028258605718338e-01, -5.2828616454406608e-03,  9.0706500298038367e-02,  6.5166022743278665e-02,  1.4745410178566959e-01, -9.8198101469779281e-03
    25,  6.2412e+00,  8.5986132523889494e-02, -5.0042415112135766e-02,  1.4028258605718338e-01, -5.2828616454406608e-03,  9.0706500298038367e-02,  6.5165922743278662e-02,  1.4745420178566959e-01, -9.8198101469779281e-03
    26,  6.2413e+00,  8.5986132523889494e-02, -5.0042415112135766e-02,  1.4028258605718338e-01, -5.2828616454406608e-03,  9.0706500298038367e-02,  6.5165922743278662e-02,  1.4745410178566959e-01, -9.8197101469779287e-03
    27,  8.1777e+00,  8.3449969394178453e-02, -4.0474698806732219e-02,  1.4488584506208615e-01, -9.3481040070911379e-03,  8.2977448007853311e-02,  6.5709284148962599e-02,  1.5442186727342999e-01, -1.2782909784755291e-02
    28,  8.1777e+00,  8.3450069394178455e-02, -4.0474698806732219e-02,  1.4488584506208615e-01, -9.3481040070911379e-03,  8.2977448007853311e-02,  6.5709284148962599e-02,  1.5442186727342999e-01, -1.2782909784755291e-02
