Problem type:
least_squares
nparams:
8
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7)
    28,  1.2029e+01,  1.4520153660569145e-02,  4.3731684831647112e-02,  2.0225590560607323e-01, -9.2034830282921760e-03,  2.5750830573452309e-02, -2.8184480729502456e-02,  2.8685639190605533e-01, -3.9272006588369004e-02
    29,  1.2029e+01,  1.4520053660569146e-02,  4.3731784831647115e-02,  2.0225590560607323e-01, -9.2034830282921760e-03,  2.5750830573452309e-02, -2.8184480729502456e-02,  2.8685639190605533e-01, -3.9272006588369004e-02
    30,  1.2029e+01,  1.4520053660569146e-02,  4.3731684831647112e-02,  2.0225600560607324e-01, -9.2034830282921760e-03,  2.5750830573452309e-02, -2.8184480729502456e-02,  2.8685639190605533e-01, -3.9272006588369004e-02
    31,  1.2029e+01,  1.4520053660569146e-02,  4.3731684831647112e-02,  2.0225590560607323e-01, -9.2033830282921766e-03,  2.5750830573452309e-02, -2.8184480729502456e-02,  2.8685639190605533e-01, -3.9272006588369004e-02
    32,  1.2029e+01,  1.4520053660569146e-02,  4.3731684831647112e-02,  2.0225590560607323e-01, -9.2034830282921760e-03,  2.5750930573452308e-02, -2.8184480729502456e-02,  2.8685639190605533e-01, -3.9272006588369004e-02
    33,  1.2029e+01,  1.4520053660569146e-02,  4.3731684831647112e-02,  2.0225590560607323e-01, -9.2034830282921760e-03,  2.5750830573452309e-02, -2.8184380729502457e-02,  2.8685639190605533e-01, -3.9272006588369004e-02
    34,  1.2029e+01,  1.4520053660569146e-02,  4.3731684831647112e-02,  2.0225590560607323e-01, -9.2034830282921760e-03,  2.5750830573452309e-02, -2.8184480729502456e-02,  2.8685649190605533e-01, -3.9272006588369004e-02
    35,  1.2029e+01,  1.4520053660569146e-02,  4.3731684831647112e-02,  2.0225590560607323e-01, -9.2034830282921760e-03,  2.5750830573452309e-02, -2.8184480729502456e-02,  2.8685639190605533e-01, -3.9271906588369002e-02
    36,  1.5291e+01,  1.4209809023359441e-02,  3.9167377916764792e-02,  2.0390686444441886e-01, -9.9633869602833158e-03,  2.3708503058629399e-02, -2.8791486598024493e-02,  2.9033946072709804e-01, -4.0241640290868311e-02
    37,  1.5291e+01,  1.4209909023359441e-02,  3.9167377916764792e-02,  2.0390686444441886e-01, -9.9633869602833158e-03,  2.3708503058629399e-02, -2.8791486598024493e-02,  2.9033946072709804e-01, -4.0241640290868311e-02
    38,  1.5291e+01,  1.4209809023359441e-02,  3.9167477916764795e-02,  2.0390686444441886e-01, -9.9633869602833158e-03,  2.3708503058629399e-02, -2.8791486598024493e-02,  2.9033946072709804e-01, -4.0241640290868311e-02
    39,  1.5291e+01,  1.4209809023359441e-02,  3.9167377916764792e-02,  2.0390696444441886e-01, -9.9633869602833158e-03,  2.3708503058629399e-02, -2.8791486598024493e-02,  2.9033946072709804e-01, -4.0241640290868311e-02
    40,  1.5291e+01,  1.4209809023359441e-02,  3.9167377916764792e-02,  2.0390686444441886e-01, -9.9632869602833164e-03,  2.3708503058629399e-02, -2.8791486598024493e-02,  2.9033946072709804e-01, -4.0241640290868311e-02
    41,  1.5291e+01,  1.4209809023359441e-02,  3.9167377916764792e-02,  2.0390686444441886e-01, -9.9633869602833158e-03,  2.3708603058629398e-02, -2.8791486598024493e-02,  2.9033946072709804e-01, -4.0241640290868311e-02
    42,  1.5291e+01,  1.4209809023359441e-02,  3.9167377916764792e-02,  2.0390686444441886e-01, -9.9633869602833158e-03,  2.3708503058629399e-02, -2.8791386598024493e-02,  2.9033946072709804e-01, -4.0241640290868311e-02
    43,  1.5291e+01,  1.4209809023359441e-02,  3.9167377916764792e-02,  2.0390686444441886e-01, -9.9633869602833158e-03,  2.3708503058629399e-02, -2.8791486598024493e-02,  2.9033956072709804e-01, -4.0241640290868311e-02
    44,  1.5291e+01,  1.4209809023359441e-02,  3.9167377916764792e-02,  2.0390686444441886e-01, -9.9633869602833158e-03,  2.3708503058629399e-02, -2.8791486598024493e-02,  2.9033946072709804e-01, -4.0241540290868308e-02
    45,  1.8190e+01,  2.1400783741180963e-02,  3.4905701376481919e-02,  2.0550059322926073e-01, -2.2674202575434198e-03,  2.3066824419864133e-02, -2.7748863928770531e-02,  3.0670501952225665e-01, -3.3552627796844106e-02
    46,  1.8190e+01,  2.1400883741180963e-02,  3.4905701376481919e-02,  2.0550059322926073e-01, -2.2674202575434198e-03,  2.3066824419864133e-02, -2.7748863928770531e-02,  3.0670501952225665e-01, -3.3552627796844106e-02
    47,  1.8190e+01,  2.1400783741180963e-02,  3.4905801376481922e-02,  2.0550059322926073e-01, -2.2674202575434198e-03,  2.3066824419864133e-02, -2.7748863928770531e-02,  3.0670501952225665e-01, -3.3552627796844106e-02
    48,  1.8190e+01,  2.1400783741180963e-02,  3.4905701376481919e-02,  2.0550069322926073e-01, -2.2674202575434198e-03,  2.3066824419864133e-02, -2.7748863928770531e-02,  3.0670501952225665e-01, -3.3552627796844106e-02
    49,  1.8190e+01,  2.1400783741180963e-02,  3.4905701376481919e-02,  2.0550059322926073e-01, -2.2673202575434199e-03,  2.3066824419864133e-02, -2.7748863928770531e-02,  3.0670501952225665e-01, -3.3552627796844106e-02
    50,  1.8190e+01,  2.1400783741180963e-02,  3.4905701376481919e-02,  2.0550059322926073e-01, -2.2674202575434198e-03,  2.3066924419864132e-02, -2.7748863928770531e-02,  3.0670501952225665e-01, -3.3552627796844106e-02
    51,  1.8190e+01,  2.1400783741180963e-02,  3.4905701376481919e-02,  2.0550059322926073e-01, -2.2674202575434198e-03,  2.3066824419864133e-02, -2.7748763928770532e-02,  3.0670501952225665e-01, -3.3552627796844106e-02
    52,  1.8190e+01,  2.1400783741180963e-02,  3.4905701376481919e-02,  2.0550059322926073e-01, -2.2674202575434198e-03,  2.3066824419864133e-02, -2.7748863928770531e-02,  3.0670511952225665e-01, -3.3552627796844106e-02
    53,  1.8190e+01,  2.1400783741180963e-02,  3.4905701376481919e-02,  2.0550059322926073e-01, -2.2674202575434198e-03,  2.3066824419864133e-02, -2.7748863928770531e-02,  3.0670501952225665e-01, -3.3552527796844103e-02
    54,  2.1208e+01,  2.0305337905831115e-02,  2.1626321669373904e-02,  1.9575858538046878e-01,  4.3038068240125260e-03,  3.1177089653630571e-02, -3.5371670130520297e-02,  3.2920013663272257e-01, -1.3955351005483087e-02
    55,  2.1208e+01,  2.0305437905831114e-02,  2.1626321669373904e-02,  1.9575858538046878e-01,  4.3038068240125260e-03,  3.1177089653630571e-02, -3.5371670130520297e-02,  3.2920013663272257e-01, -1.3955351005483087e-02
    56,  2.1208e+01,  2.0305337905831115e-02,  2.1626421669373903e-02,  1.9575858538046878e-01,  4.3038068240125260e-03,  3.1177089653630571e-02, -3.5371670130520297e-02,  3.2920013663272257e-01, -1.3955351005483087e-02
    57,  2.1208e+01,  2.0305337905831115e-02,  2.1626321669373904e-02,  1.9575868538046878e-01,  4.3038068240125260e-03,  3.1177089653630571e-02, -3.5371670130520297e-02,  3.2920013663272257e-01, -1.3955351005483087e-02
    58,  2.1208e+01,  2.0305337905831115e-02,  2.1626321669373904e-02,  1.9575858538046878e-01,  4.3039068240125263e-03,  3.1177089653630571e-02, -3.5371670130520297e-02,  3.2920013663272257e-01, -1.3955351005483087e-02
    59,  2.1208e+01,  2.0305337905831115e-02,  2.1626321669373904e-02,  1.9575858538046878e-01,  4.3038068240125260e-03,  3.1177189653630571e-02, -3.5371670130520297e-02,  3.2920013663272257e-01, -1.3955351005483087e-02
    60,  2.1208e+01,  2.0305337905831115e-02,  2.1626321669373904e-02,  1.9575858538046878e-01,  4.3038068240125260e-03,  3.1177089653630571e-02, -3.5371570130520294e-02,  3.2920013663272257e-01, -1.3955351005483087e-02
    61,  2.1208e+01,  2.0305337905831115e-02,  2.1626321669373904e-02,  1.9575858538046878e-01,  4.3038068240125260e-03,  3.1177089653630571e-02, -3.5371670130520297e-02,  3.2920023663272258e-01, -1.3955351005483087e-02
    62,  2.1208e+01,  2.0305337905831115e-02,  2.1626321669373904e-02,  1.9575858538046878e-01,  4.3038068240125260e-03,  3.1177089653630571e-02, -3.5371670130520297e-02,  3.2920013663272257e-01, -1.3955251005483088e-02
    63,  2.3873e+01,  1.5923554564431727e-02, -3.1491197159058161e-02,  1.5679055398530101e-01,  3.0588715150236308e-02,  6.3618150588696340e-02, -6.5862894937519373e-02,  4.1918060507458627e-01,  6.4433756159960984e-02
    64,  2.3873e+01,  1.5923654564431726e-02, -3.1491197159058161e-02,  1.5679055398530101e-01,  3.0588715150236308e-02,  6.3618150588696340e-02, -6.5862894937519373e-02,  4.1918060507458627e-01,  6.4433756159960984e-02
    65,  2.3873e+01,  1.5923554564431727e-02, -3.1491097159058158e-02,  1.5679055398530101e-01,  3.0588715150236308e-02,  6.3618150588696340e-02, -6.5862894937519373e-02,  4.1918060507458627e-01,  6.4433756159960984e-02
    66,  2.3873e+01,  1.5923554564431727e-02, -3.1491197159058161e-02,  1.5679065398530101e-01,  3.0588715150236308e-02,  6.3618150588696340e-02, -6.5862894937519373e-02,  4.1918060507458627e-01,  6.4433756159960984e-02
    67,  2.3873e+01,  1.5923554564431727e-02, -3.1491197159058161e-02,  1.5679055398530101e-01,  3.0588815150236308e-02,  6.3618150588696340e-02, -6.5862894937519373e-02,  4.1918060507458627e-01,  6.4433756159960984e-02
    68,  2.3873e+01,  1.5923554564431727e-02, -3.1491197159058161e-02,  1.5679055398530101e-01,  3.0588715150236308e-02,  6.3618250588696343e-02, -6.5862894937519373e-02,  4.1918060507458627e-01,  6.4433756159960984e-02
    69,  2.3873e+01,  1.5923554564431727e-02, -3.1491197159058161e-02,  1.5679055398530101e-01,  3.0588715150236308e-02,  6.3618150588696340e-02, -6.5862794937519370e-02,  4.1918060507458627e-01,  6.4433756159960984e-02
    70,  2.3873e+01,  1.5923554564431727e-02, -3.1491197159058161e-02,  1.5679055398530101e-01,  3.0588715150236308e-02,  6.3618150588696340e-02, -6.5862894937519373e-02,  4.1918070507458627e-01,  6.4433756159960984e-02
    71,  2.3873e+01,  1.5923554564431727e-02, -3.1491197159058161e-02,  1.5679055398530101e-01,  3.0588715150236308e-02,  6.3618150588696340e-02, -6.5862894937519373e-02,  4.1918060507458627e-01,  6.4433856159960987e-02
    72,  2.6885e+01,  1.9885388873886179e-02,  1.6535551799361781e-02,  1.9202389888728075e-01,  6.8229459384612709e-03,  3.4286232911863126e-02, -3.8293941576379907e-02,  3.3782384247849012e-01, -6.4425583582220468e-03
    73,  2.6885e+01,  1.9885488873886178e-02,  1.6535551799361781e-02,  1.9202389888728075e-01,  6.8229459384612709e-03,  3.4286232911863126e-02, -3.8293941576379907e-02,  3.3782384247849012e-01, -6.4425583582220468e-03
    74,  2.6885e+01,  1.9885388873886179e-02,  1.6535651799361780e-02,  1.9202389888728075e-01,  6.8229459384612709e-03,  3.4286232911863126e-02, -3.8293941576379907e-02,  3.3782384247849012e-01, -6.4425583582220468e-03
    75,  2.6885e+01,  1.9885388873886179e-02,  1.6535551799361781e-02,  1.9202399888728075e-01,  6.8229459384612709e-03,  3.4286232911863126e-02, -3.8293941576379907e-02,  3.3782384247849012e-01, -6.4425583582220468e-03
    76,  2.6885e+01,  1.9885388873886179e-02,  1.6535551799361781e-02,  1.9202389888728075e-01,  6.8230459384612712e-03,  3.4286232911863126e-02, -3.8293941576379907e-02,  3.3782384247849012e-01, -6.4425583582220468e-03
    77,  2.6885e+01,  1.9885388873886179e-02,  1.6535551799361781e-02,  1.9202389888728075e-01,  6.8229459384612709e-03,  3.4286332911863129e-02, -3.8293941576379907e-02,  3.3782384247849012e-01, -6.4425583582220468e-03
    78,  2.6885e+01,  1.9885388873886179e-02,  1.6535551799361781e-02,  1.9202389888728075e-01,  6.8229459384612709e-03,  3.4286232911863126e-02, -3.8293841576379904e-02,  3.3782384247849012e-01, -6.4425583582220468e-03
    79,  2.6885e+01,  1.9885388873886179e-02,  1.6535551799361781e-02,  1.9202389888728075e-01,  6.8229459384612709e-03,  3.4286232911863126e-02, -3.8293941576379907e-02,  3.3782394247849012e-01, -6.4425583582220468e-03
    80,  2.6885e+01,  1.9885388873886179e-02,  1.6535551799361781e-02,  1.9202389888728075e-01,  6.8229459384612709e-03,  3.4286232911863126e-02, -3.8293941576379907e-02,  3.3782384247849012e-01, -6.4424583582220465e-03
    81,  2.9866e+01,  1.7000817354994771e-02, -3.4602440880590744e-02,  1.4951896132437528e-01,  3.1209885284223800e-02,  6.1982826533044613e-02, -6.8778286460062343e-02,  4.2231521747702866e-01,  6.8650405500330677e-02
    82,  2.9867e+01,  1.7000917354994770e-02, -3.4602440880590744e-02,  1.4951896132437528e-01,  3.1209885284223800e-02,  6.1982826533044613e-02, -6.8778286460062343e-02,  4.2231521747702866e-01,  6.8650405500330677e-02
    83,  2.9867e+01,  1.7000817354994771e-02, -3.4602340880590741e-02,  1.4951896132437528e-01,  3.1209885284223800e-02,  6.1982826533044613e-02, -6.8778286460062343e-02,  4.2231521747702866e-01,  6.8650405500330677e-02
    84,  2.9867e+01,  1.7000817354994771e-02, -3.4602440880590744e-02,  1.4951906132437529e-01,  3.1209885284223800e-02,  6.1982826533044613e-02, -6.8778286460062343e-02,  4.2231521747702866e-01,  6.8650405500330677e-02
    85,  2.9867e+01,  1.7000817354994771e-02, -3.4602440880590744e-02,  1.4951896132437528e-01,  3.1209985284223800e-02,  6.1982826533044613e-02, -6.8778286460062343e-02,  4.2231521747702866e-01,  6.8650405500330677e-02
    86,  2.9867e+01,  1.7000817354994771e-02, -3.4602440880590744e-02,  1.4951896132437528e-01,  3.1209885284223800e-02,  6.1982926533044616e-02, -6.8778286460062343e-02,  4.2231521747702866e-01,  6.8650405500330677e-02
    87,  2.9867e+01,  1.7000817354994771e-02, -3.4602440880590744e-02,  1.4951896132437528e-01,  3.1209885284223800e-02,  6.1982826533044613e-02, -6.8778186460062340e-02,  4.2231521747702866e-01,  6.8650405500330677e-02
    88,  2.9867e+01,  1.7000817354994771e-02, -3.4602440880590744e-02,  1.4951896132437528e-01,  3.1209885284223800e-02,  6.1982826533044613e-02, -6.8778286460062343e-02,  4.2231531747702866e-01,  6.8650405500330677e-02
    89,  2.9867e+01,  1.7000817354994771e-02, -3.4602440880590744e-02,  1.4951896132437528e-01,  3.1209885284223800e-02,  6.1982826533044613e-02, -6.8778286460062343e-02,  4.2231521747702866e-01,  6.8650505500330680e-02
    90,  3.2828e+01,  1.9729611393903671e-02,  1.3773911958270785e-02,  1.8972847580035104e-01,  8.1399304302270103e-03,  3.5781950917172060e-02, -3.9940208411435779e-02,  3.4238668773690395e-01, -2.3872618964451298e-03
    91,  3.2828e+01,  1.9729711393903671e-02,  1.3773911958270785e-02,  1.8972847580035104e-01,  8.1399304302270103e-03,  3.5781950917172060e-02, -3.9940208411435779e-02,  3.4238668773690395e-01, -2.3872618964451298e-03
    92,  3.2828e+01,  1.9729611393903671e-02,  1.3774011958270785e-02,  1.8972847580035104e-01,  8.1399304302270103e-03,  3.5781950917172060e-02, -3.9940208411435779e-02,  3.4238668773690395e-01, -2.3872618964451298e-03
    93,  3.2828e+01,  1.9729611393903671e-02,  1.3773911958270785e-02,  1.8972857580035105e-01,  8.1399304302270103e-03,  3.5781950917172060e-02, -3.9940208411435779e-02,  3.4238668773690395e-01, -2.3872618964451298e-03
    94,  3.2828e+01,  1.9729611393903671e-02,  1.3773911958270785e-02,  1.8972847580035104e-01,  8.1400304302270098e-03,  3.5781950917172060e-02, -3.9940208411435779e-02,  3.4238668773690395e-01, -2.3872618964451298e-03
    95,  3.2828e+01,  1.9729611393903671e-02,  1.3773911958270785e-02,  1.8972847580035104e-01,  8.1399304302270103e-03,  3.5782050917172063e-02, -3.9940208411435779e-02,  3.4238668773690395e-01, -2.3872618964451298e-03
    96,  3.2828e+01,  1.9729611393903671e-02,  1.3773911958270785e-02,  1.8972847580035104e-01,  8.1399304302270103e-03,  3.5781950917172060e-02, -3.9940108411435776e-02,  3.4238668773690395e-01, -2.3872618964451298e-03
    97,  3.2828e+01,  1.9729611393903671e-02,  1.3773911958270785e-02,  1.8972847580035104e-01,  8.1399304302270103e-03,  3.5781950917172060e-02, -3.9940208411435779e-02,  3.4238678773690395e-01, -2.3872618964451298e-03
    98,  3.2828e+01,  1.9729611393903671e-02,  1.3773911958270785e-02,  1.8972847580035104e-01,  8.1399304302270103e-03,  3.5781950917172060e-02, -3.9940208411435779e-02,  3.4238668773690395e-01, -2.3871618964451300e-03
    99,  3.5865e+01,  1.7387561866757932e-02,  8.3381515512669299e-03,  1.8430891341276009e-01,  9.5431101605344265e-03,  4.0146540837790227e-02, -4.4076417108845883e-02,  3.4935883362876397e-01,  5.8206783741953129e-03
   100,  3.5865e+01,  1.7387661866757931e-02,  8.3381515512669299e-03,  1.8430891341276009e-01,  9.5431101605344265e-03,  4.0146540837790227e-02, -4.4076417108845883e-02,  3.4935883362876397e-01,  5.8206783741953129e-03
   101,  3.5865e+01,  1.7387561866757932e-02,  8.3382515512669293e-03,  1.8430891341276009e-01,  9.5431101605344265e-03,  4.0146540837790227e-02, -4.4076417108845883e-02,  3.4935883362876397e-01,  5.8206783741953129e-03
   102,  3.5865e+01,  1.7387561866757932e-02,  8.3381515512669299e-03,  1.8430901341276010e-01,  9.5431101605344265e-03,  4.0146540837790227e-02, -4.4076417108845883e-02,  3.4935883362876397e-01,  5.8206783741953129e-03
   103,  3.5865e+01,  1.7387561866757932e-02,  8.3381515512669299e-03,  1.8430891341276009e-01,  9.5432101605344259e-03,  4.0146540837790227e-02, -4.4076417108845883e-02,  3.4935883362876397e-01,  5.8206783741953129e-03
   104,  3.5865e+01,  1.7387561866757932e-02,  8.3381515512669299e-03,  1.8430891341276009e-01,  9.5431101605344265e-03,  4.0146640837790230e-02, -4.4076417108845883e-02,  3.4935883362876397e-01,  5.8206783741953129e-03
   105,  3.5865e+01,  1.7387561866757932e-02,  8.3381515512669299e-03,  1.8430891341276009e-01,  9.5431101605344265e-03,  4.0146540837790227e-02, -4.4076317108845880e-02,  3.4935883362876397e-01,  5.8206783741953129e-03
   106,  3.5865e+01,  1.7387561866757932e-02,  8.3381515512669299e-03,  1.8430891341276009e-01,  9.5431101605344265e-03,  4.0146540837790227e-02, -4.4076417108845883e-02,  3.4935893362876397e-01,  5.8206783741953129e-03
   107,  3.5865e+01,  1.7387561866757932e-02,  8.3381515512669299e-03,  1.8430891341276009e-01,  9.5431101605344265e-03,  4.0146540837790227e-02, -4.4076417108845883e-02,  3.4935883362876397e-01,  5.8207783741953132e-03
   108,  3.8912e+01,  8.0193637581749671e-03, -1.3404890076748496e-02,  1.6263066386239625e-01,  1.5155829081764091e-02,  5.7604900520262889e-02, -6.0621251898486321e-02,  3.7724741719620403e-01,  3.8652439456757094e-02
   109,  3.8912e+01,  8.0194637581749665e-03, -1.3404890076748496e-02,  1.6263066386239625e-01,  1.5155829081764091e-02,  5.7604900520262889e-02, -6.0621251898486321e-02,  3.7724741719620403e-01,  3.8652439456757094e-02
   110,  3.8912e+01,  8.0193637581749671e-03, -1.3404790076748496e-02,  1.6263066386239625e-01,  1.5155829081764091e-02,  5.7604900520262889e-02, -6.0621251898486321e-02,  3.7724741719620403e-01,  3.8652439456757094e-02
   111,  3.8912e+01,  8.0193637581749671e-03, -1.3404890076748496e-02,  1.6263076386239625e-01,  1.5155829081764091e-02,  5.7604900520262889e-02, -6.0621251898486321e-02,  3.7724741719620403e-01,  3.8652439456757094e-02
   112,  3.8912e+01,  8.0193637581749671e-03, -1.3404890076748496e-02,  1.6263066386239625e-01,  1.5155929081764091e-02,  5.7604900520262889e-02, -6.0621251898486321e-02,  3.7724741719620403e-01,  3.8652439456757094e-02
   113,  3.8912e+01,  8.0193637581749671e-03, -1.3404890076748496e-02,  1.6263066386239625e-01,  1.5155829081764091e-02,  5.7605000520262892e-02, -6.0621251898486321e-02,  3.7724741719620403e-01,  3.8652439456757094e-02
   114,  3.8912e+01,  8.0193637581749671e-03, -1.3404890076748496e-02,  1.6263066386239625e-01,  1.5155829081764091e-02,  5.7604900520262889e-02, -6.0621151898486318e-02,  3.7724741719620403e-01,  3.8652439456757094e-02
   115,  3.8912e+01,  8.0193637581749671e-03, -1.3404890076748496e-02,  1.6263066386239625e-01,  1.5155829081764091e-02,  5.7604900520262889e-02, -6.0621251898486321e-02,  3.7724751719620403e-01,  3.8652439456757094e-02
   116,  3.8912e+01,  8.0193637581749671e-03, -1.3404890076748496e-02,  1.6263066386239625e-01,  1.5155829081764091e-02,  5.7604900520262889e-02, -6.0621251898486321e-02,  3.7724741719620403e-01,  3.8652539456757097e-02
   117,  4.2266e+01,  2.4244898942035423e-02, -4.9538689706720374e-02,  7.2255210047246110e-02,  2.3784792851410448e-02,  2.9536370212340429e-02, -1.0019108739708660e-01,  4.0245734618692897e-01,  8.6658815549299328e-02
   118,  4.2266e+01,  2.4244998942035422e-02, -4.9538689706720374e-02,  7.2255210047246110e-02,  2.3784792851410448e-02,  2.9536370212340429e-02, -1.0019108739708660e-01,  4.0245734618692897e-01,  8.6658815549299328e-02
